Customer Number,Campaign Period Sales ,Historical Sales Volume ,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language
757896,$293.24 ,"$780,013.33 ",1980-07-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
760494, $-   ,"$352,685.24 ",1979-01-15,19,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,06-Oct,English
760620, $-   ,"$1,014,923.00 ",1989-09-01,7,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
761301, $-   ,"$245,443.05 ",1983-12-25,20,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,06-Oct,English
762809, $-   ,"$242,945.22 ",1990-03-15,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
762947,$224.70 ,"$235,940.00 ",1975-11-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
765199, $-   ,"$2,569,070.00 ",1997-07-15,10,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
768699,$121.37 ,"$44,665.39 ",1994-02-01,16,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,01-May,English
769346, $-   ,"$474,733.33 ",1991-07-15,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
770268, $-   ,"$150,911.83 ",1997-02-01,1,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
770965,"$2,554.00 ","$1,126,314.00 ",1993-09-15,21,FALSE,FALSE,FALSE,AUTO RENEW,WEB,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,
772832, $-   ,"$3,762,120.00 ",1991-11-15,12,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
781872, $-   ,"$371,146.00 ",1988-07-15,19,FALSE,TRUE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,01-May,English
782929, $-   ,"$33,732.00 ",2010-01-20,1,FALSE,FALSE,FALSE,NOTICE,WEB,Y,N,N,N,N,N,N,N,N, ,
783918,"$1,357.63 ","$978,853.63 ",2010-04-02,7,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
784904, $-   ,"$1,978,414.90 ",1992-01-15,25,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
786675, $-   ,"$2,204,782.40 ",1997-03-01,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
790811, $-   ,"$288,816.67 ",1986-04-15,1,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N, ,
794385, $-   ,"$528,256.64 ",2015-09-08,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
794603, $-   ,"$178,047.60 ",1983-06-15,23,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
797371,$334.53 ,"$194,029.33 ",1982-10-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
797495,$402.13 ,"$674,377.60 ",1993-11-15,13,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,06-Oct,English
797518,$247.33 ,"$648,013.33 ",1983-03-15,20,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,Y,N,Y,N,Y,06-Oct,English
799053, $-   ,"$353,843.31 ",1987-05-15,22,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),Y,N,N,N,N,N,N,N,Y,06-Oct,English
800995, $-   ,"$588,042.69 ",1993-05-01,17,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,Nov-50,English
801084, $-   ,"$1,101,870.00 ",2016-04-18,5,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
801331, $-   ,"$1,671,188.64 ",1971-08-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,Nov-50,Chinese
804505, $-   ,"$1,048,918.50 ",1996-10-01,9,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,101-500,
806065, $-   ,"$474,605.04 ",2002-11-12,21,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,Y,N,Y,01-May,English
806448, $-   ,"$607,668.83 ",1995-10-15,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
809613, $-   ,"$1,067,325.12 ",2015-07-07,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
810789, $-   ,"$405,032.37 ",2015-04-29,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
813059, $-   ,"$581,276.05 ",1995-11-15,19,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,06-Oct,English
817013, $-   ,"$134,737.20 ",1990-11-01,1,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,Y,N, ,
817111, $-   ,"$74,034.52 ",1996-10-15,21,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,01-May,English
817138, $-   ,"$167,259.61 ",1997-02-15,16,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,01-May,English
817815, $-   ,"$478,992.00 ",2011-10-14,17,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
819568, $-   ,"$273,660.86 ",1985-03-01,15,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
820219, $-   ,"$109,601.23 ",1996-09-15,9,FALSE,TRUE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,Nov-50,English
823764, $-   ,"$729,873.60 ",1998-06-23,14,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
829013, $-   ,"$1,499,537.00 ",1986-03-15,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English
829289, $-   ,"$845,546.00 ",1985-01-01,13,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,Y,N,Y,101-500,English
833338, $-   ,"$2,546,122.67 ",1986-11-15,20,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,Y,N,N,N,Y,N,N,Y,500+,English
834139, $-   ,"$63,559.25 ",1993-10-15,13,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
835094,"$2,337.67 ","$343,637.00 ",1993-11-01,26,FALSE,FALSE,FALSE,AUTO RENEW,,N,N,Y,Y,Y,Y,N,Y,Y, ,
836839,$382.90 ,"$331,974.30 ",1989-12-15,17,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N,Nov-50,
837137,$268.46 ,"$143,624.57 ",1982-04-15,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
838479, $-   ,"$476,378.36 ",1990-03-01,22,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
839306,$224.72 ,"$488,766.00 ",1976-05-01,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,01-May,English
842625, $-   ,"$57,674.24 ",1988-11-01,20,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
845421, $-   ,"$508,785.55 ",1987-11-15,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
845577, $-   ,"$265,873.37 ",1991-11-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
845601, $-   ,"$191,785.90 ",1994-11-01,10,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,06-Oct,English
845948, $-   ,"$180,672.14 ",1988-03-15,3,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,06-Oct,
847437, $-   ,"$558,180.27 ",1995-11-15,16,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y, ,English
853707, $-   ,"$615,830.33 ",2006-07-19,1,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,Y,N, ,
856318, $-   ,"$326,279.20 ",1996-10-01,20,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
857052, $-   ,"$2,995,855.42 ",1994-11-15,5,FALSE,TRUE,FALSE,AUTO RENEW,,N,N,N,N,N,N,N,N,N, ,
858268, $-   ,"$383,658.24 ",1991-03-15,14,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,Y,Y,01-May,English
861361,"$1,886.50 ","$7,844,067.00 ",1974-12-01,33,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
861903,$109.68 ,"$225,063.36 ",1994-07-15,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
863244, $-   ,"$303,610.03 ",2007-06-12,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
865844,$192.82 ,"$543,749.71 ",1993-01-01,20,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
870262,$84.73 ,"$136,844.33 ",1981-04-01,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,01-May,English
872704, $-   ,"$297,390.86 ",1988-03-15,18,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
874618, $-   ,"$28,153.90 ",2001-10-04,4,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
886547,$193.58 ,"$207,325.20 ",1993-09-15,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
888080, $-   ,"$1,690,525.33 ",1989-07-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,101-500,Portuguese
888137,"$1,380.00 ","$496,800.00 ",2000-11-13,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
889563, $-   ,"$288,976.76 ",1990-03-15,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
889752,"$4,764.93 ","$381,194.67 ",1961-07-01,2,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
891444,"$2,521.13 ","$352,958.67 ",1983-03-01,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
892590, $-   ,"$355,320.00 ",1980-12-25,1,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,Y,N,N,N,N,N,N, ,
895238, $-   ,"$256,576.32 ",1997-05-15,6,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
898026, $-   ,"$871,285.80 ",1987-07-01,11,FALSE,TRUE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,51-100,English
901322,"$2,395.67 ","$234,775.33 ",1981-06-15,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,Y,Y,Y,N,N, ,
903600, $-   ,"$672,901.60 ",2006-01-19,20,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
913061, $-   ,"$438,823.20 ",1986-03-15,10,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,06-Oct,English
913300, $-   ,"$419,600.00 ",1997-07-01,15,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
914786,"$1,792.67 ","$430,240.00 ",1992-09-15,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
915951,$266.93 ,"$86,486.40 ",1981-02-01,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
922222, $-   ,"$852,228.00 ",1990-11-01,6,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,Y,N,N,N,Y,101-500,English
922999,$311.68 ,"$1,106,464.00 ",2003-01-24,25,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
933706,$233.12 ,"$272,284.16 ",1981-02-01,16,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,06-Oct,
937093, $-   ,"$397,965.00 ",1996-02-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
937170, $-   ,"$404,221.71 ",1997-10-01,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
940366,$299.13 ,"$466,049.73 ",1975-09-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
941211,$139.68 ,"$223,488.00 ",1980-01-01,20,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
947662,"$1,292.55 ","$239,121.75 ",2009-06-20,17,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
947985,$487.17 ,"$579,733.09 ",1968-02-01,14,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
951434,$365.14 ,"$577,284.83 ",2009-06-23,17,TRUE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
951859, $-   ,"$47,325.80 ",1983-04-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,N,101-500,
953572,$21.60 ,"$2,548.80 ",1976-11-01,1,FALSE,FALSE,FALSE,NOTICE,,N,Y,N,N,N,N,N,N,N, ,
955654, $-   ,"$64,253.95 ",1998-02-15,24,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,01-May,English
958450, $-   ,"$343,181.04 ",1991-02-15,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,Y,N,N,N,N,Y,01-May,English
962629,"$1,930.67 ","$1,486,613.33 ",1978-11-15,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,101-500,English
965520, $-   ,"$691,230.96 ",1984-10-01,23,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,51-100,English
966736, $-   ,"$860,246.40 ",2005-01-13,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
969184, $-   ,"$115,484.57 ",2015-09-16,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
971438, $-   ,"$1,345,661.86 ",1984-07-01,21,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,Y,N,N,N,N,N,N,Y,Nov-50,English
982661, $-   ,"$794,417.14 ",2016-04-28,18,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
985951, $-   ,"$1,443,493.33 ",1991-10-15,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
985958,"$2,662.83 ","$1,549,769.00 ",1965-10-15,13,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
989323, $-   ,"$92,913.33 ",1985-01-01,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
996030, $-   ,"$2,911,412.75 ",1998-10-07,17,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,Russian
996333, $-   ,"$366,589.80 ",1977-02-01,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
996643, $-   ,"$40,155.00 ",1989-03-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
996806, $-   ,"$445,313.07 ",2006-02-23,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
997378,$221.76 ,"$204,906.24 ",1964-04-15,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
1002351, $-   ,"$290,959.20 ",1994-04-15,14,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,06-Oct,English
1002811, $-   ,"$157,948.27 ",2005-12-29,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
1003168, $-   ,"$157,726.17 ",1983-05-01,24,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
1005201, $-   ,"$508,077.44 ",1988-12-01,24,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
1007672, $-   ,"$2,955,704.00 ",1997-07-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English
1007920,$530.57 ,"$667,461.25 ",1995-06-01,17,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
1011640, $-   ,"$213,705.40 ",1977-06-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N,Nov-50,English
1015898,$305.79 ,"$719,830.78 ",1994-04-15,22,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
1017147,$311.94 ,"$441,711.09 ",1994-12-15,12,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
1018146, $-   ,"$68,500.08 ",1984-07-01,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
1018640, $-   ,"$653,578.51 ",1983-07-01,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
1019427,$369.79 ,"$66,562.29 ",1994-10-01,12,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
1020057,"$2,769.67 ","$382,214.00 ",2012-12-28,6,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
1030169,$302.53 ,"$498,877.47 ",1993-10-01,17,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
1031226, $-   ,"$83,204.80 ",2009-08-17,17,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
1033816, $-   ,"$105,501.93 ",1997-06-15,1,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,Y,N,N, ,
1034641, $-   ,"$804,384.00 ",1987-02-01,3,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
1035912, $-   ,"$188,528.72 ",1991-04-01,20,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
1040867, $-   ,"$136,283.43 ",1987-02-01,10,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,06-Oct,English
1041332, $-   ,"$153,004.80 ",1996-08-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,
1043658, $-   ,"$1,191,706.67 ",1986-04-01,5,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
1046011, $-   ,"$703,820.83 ",1990-09-15,5,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
1046058, $-   ,"$401,247.15 ",1997-07-01,8,FALSE,TRUE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,01-May,English
1049257, $-   ,"$692,123.43 ",2015-07-01,20,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
1053009, $-   ,"$980,434.29 ",1986-02-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,06-Oct,English
1055744,$500.07 ,"$405,057.86 ",2015-03-07,54,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,06-Oct,
1056598,$365.25 ,"$327,266.99 ",1993-02-15,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,Nov-50,English
1057631, $-   ,"$329,734.08 ",1995-08-15,4,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y, ,
1057659,$744.19 ,"$2,738,612.19 ",2002-07-25,32,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,06-Oct,
1057709, $-   ,"$922,531.17 ",1996-10-15,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,
1058598, $-   ,"$630,302.05 ",1988-08-01,13,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
1059403, $-   ,"$509,142.55 ",1992-06-01,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
1059559, $-   ,"$514,437.00 ",1995-10-15,3,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
1063540,$193.87 ,"$187,861.97 ",1981-01-01,17,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,01-May,English
1063772,$162.64 ,"$85,873.92 ",1964-07-01,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,Y,Y,01-May,English
1066478, $-   ,"$196,357.82 ",2013-12-23,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
1068586, $-   ,"$236,176.33 ",1981-12-25,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N, ,
1069663, $-   ,"$574,852.82 ",2010-06-07,17,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
1071705,"$1,453.67 ","$779,165.33 ",1969-06-01,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
1073824, $-   ,"$1,956,240.00 ",1996-04-01,18,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English
1082709, $-   ,"$1,629,311.67 ",1992-10-01,4,FALSE,FALSE,FALSE,AUTO RENEW,,N,N,N,N,N,N,N,N,N, ,
1098728, $-   ,"$204,353.33 ",1984-08-01,10,FALSE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,N,N,Y,06-Oct,English
1098745, $-   ,"$18,417.54 ",1993-06-15,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
1100242,"$3,407.82 ","$109,050.24 ",1989-06-15,26,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,N, ,
1106528, $-   ,"$146,939.52 ",1995-02-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
1107969,"$2,678.00 ","$149,968.00 ",1993-06-15,16,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,Y,N,N,N,N,N,N, ,
1113381, $-   ,"$230,834.29 ",1990-07-15,10,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
1116837, $-   ,"$2,356,120.80 ",1986-03-15,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,500+,English
1118250, $-   ,"$37,626.29 ",1984-04-15,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
1122328, $-   ,"$246,458.33 ",1988-11-01,13,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
1125316, $-   ,"$536,777.14 ",1991-07-15,24,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
1126992, $-   ,"$153,069.28 ",1984-03-15,3,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,Nov-50,English
1127258, $-   ,"$836,126.72 ",2013-03-05,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
1127508, $-   ,"$263,239.01 ",1994-10-01,11,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
1129203, $-   ,"$385,974.31 ",1990-03-01,18,FALSE,FALSE,FALSE,NOTICE,PHONE,N,Y,N,N,N,N,N,N,Y,06-Oct,English
1131093, $-   ,"$292,194.00 ",1992-03-15,6,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N,01-May,
1131532, $-   ,"$3,656,928.00 ",1996-06-12,44,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,Nov-50,
1132277, $-   ,"$1,019,794.60 ",2000-08-18,19,FALSE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,Y,N,Y,101-500,English
1133757, $-   ,"$1,071,504.00 ",1994-05-01,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
1136472,$578.50 ,"$737,009.00 ",1993-11-15,13,FALSE,TRUE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,51-100,English
1136755,"$1,327.33 ","$4,080,222.67 ",1993-02-01,29,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y, ,
1136806,$278.17 ,"$253,966.17 ",1980-12-25,11,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,Y,Y,N,N,N,N,N,Y,51-100,English
